name,id,waterbody,month,year,Lat,Long,type,turbidity,SAL,WT
Barth,103070014,Barthe,1,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,2.9
Kemnitz,105210010,Ziese,1,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,5.7
Wolgast,111140027,Ziese,1,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,5.3
Neuendorf,112350018,Sehrowbach,1,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,7.9
Barth,103070014,Barthe,2,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,0.6
Kemnitz,105210010,Ziese,2,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,1.6
Wolgast,111140027,Ziese,2,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,1.2
Neuendorf,112350018,Sehrowbach,2,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,0
Barth,103070014,Barthe,3,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,4.8
Kemnitz,105210010,Ziese,3,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,3
Wolgast,111140027,Ziese,3,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,2.85
Neuendorf,112350018,Sehrowbach,3,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,1.2
Barth,103070014,Barthe,4,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,9.4
Kemnitz,105210010,Ziese,4,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,8.8
Wolgast,111140027,Ziese,4,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,8.4
Neuendorf,112350018,Sehrowbach,4,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,8.5
Barth,103070014,Barthe,5,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,12.3
Kemnitz,105210010,Ziese,5,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.6
Wolgast,111140027,Ziese,5,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,14.9
Neuendorf,112350018,Sehrowbach,5,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,14.3
Barth,103070014,Barthe,6,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,14.8
Kemnitz,105210010,Ziese,6,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,16.9
Wolgast,111140027,Ziese,6,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,19.3
Neuendorf,112350018,Sehrowbach,6,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,16.7
Barth,103070014,Barthe,7,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,21.4
Kemnitz,105210010,Ziese,7,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,18.9
Wolgast,111140027,Ziese,7,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,20.1
Neuendorf,112350018,Sehrowbach,7,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,18.6
Barth,103070014,Barthe,8,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,19.1
Kemnitz,105210010,Ziese,8,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,15.5
Wolgast,111140027,Ziese,8,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,16.4
Neuendorf,112350018,Sehrowbach,8,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,19.3
Barth,103070014,Barthe,9,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,14.6
Kemnitz,105210010,Ziese,9,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.7
Wolgast,111140027,Ziese,9,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,17
Neuendorf,112350018,Sehrowbach,9,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,15.2
Barth,103070014,Barthe,10,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,11.4
Kemnitz,105210010,Ziese,10,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,11.5
Wolgast,111140027,Ziese,10,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,12.3
Neuendorf,112350018,Sehrowbach,10,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,7.5
Barth,103070014,Barthe,11,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,3.7
Kemnitz,105210010,Ziese,11,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,8.8
Wolgast,111140027,Ziese,11,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,8.8
Neuendorf,112350018,Sehrowbach,11,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,6.6
Barth,103070014,Barthe,12,2005,54.3663863698681,12.6874701057115,Freshwater,,0.701478030562222,1.2
Kemnitz,105210010,Ziese,12,2005,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,3.8
Wolgast,111140027,Ziese,12,2005,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,3.7
Neuendorf,112350018,Sehrowbach,12,2005,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.7
Kemnitz,105210010,Ziese,1,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,1.5
Wolgast,111140027,Ziese,1,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,1.2
Neuendorf,112350018,Sehrowbach,1,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,1.5
Kemnitz,105210010,Ziese,2,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,0.3
Wolgast,111140027,Ziese,2,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,0.4
Neuendorf,112350018,Sehrowbach,2,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,0.2
Kemnitz,105210010,Ziese,3,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,6.5
Wolgast,111140027,Ziese,3,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,6.5
Neuendorf,112350018,Sehrowbach,3,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,4.9
Kemnitz,105210010,Ziese,4,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,10.1
Wolgast,111140027,Ziese,4,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,10.1
Neuendorf,112350018,Sehrowbach,4,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,11
Kemnitz,105210010,Ziese,5,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14
Wolgast,111140027,Ziese,5,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,15
Neuendorf,112350018,Sehrowbach,5,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,14.5
Kemnitz,105210010,Ziese,6,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,18.7
Wolgast,111140027,Ziese,6,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,22
Neuendorf,112350018,Sehrowbach,6,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,21.5
Kemnitz,105210010,Ziese,7,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,18.2
Wolgast,111140027,Ziese,7,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,21
Neuendorf,112350018,Sehrowbach,7,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,20.4
Kemnitz,105210010,Ziese,8,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,15.5
Wolgast,111140027,Ziese,8,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,17.5
Neuendorf,112350018,Sehrowbach,8,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,17.3
Kemnitz,105210010,Ziese,9,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.2
Wolgast,111140027,Ziese,9,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,14.6
Neuendorf,112350018,Sehrowbach,9,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,14.3
Kemnitz,105210010,Ziese,10,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,12.4
Wolgast,111140027,Ziese,10,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,12.7
Neuendorf,112350018,Sehrowbach,10,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,11.9
Kemnitz,105210010,Ziese,11,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,9.9
Wolgast,111140027,Ziese,11,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,9.4
Neuendorf,112350018,Sehrowbach,11,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,8.9
Kemnitz,105210010,Ziese,12,2006,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,8.9
Wolgast,111140027,Ziese,12,2006,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,7.6
Neuendorf,112350018,Sehrowbach,12,2006,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,7.1
Kemnitz,105210010,Ziese,1,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,4.85
Wolgast,111140027,Ziese,1,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,4.1
Neuendorf,112350018,Sehrowbach,1,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.65
Kemnitz,105210010,Ziese,2,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,4.3
Wolgast,111140027,Ziese,2,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,3.7
Neuendorf,112350018,Sehrowbach,2,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.1
Kemnitz,105210010,Ziese,3,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,7.7
Wolgast,111140027,Ziese,3,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,7.7
Neuendorf,112350018,Sehrowbach,3,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,6.1
Kemnitz,105210010,Ziese,4,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,11.5
Wolgast,111140027,Ziese,4,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,12.3
Neuendorf,112350018,Sehrowbach,4,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,11.4
Kemnitz,105210010,Ziese,5,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,17.4
Wolgast,111140027,Ziese,5,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,19.1
Neuendorf,112350018,Sehrowbach,5,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,18.9
Kemnitz,105210010,Ziese,6,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,16
Wolgast,111140027,Ziese,6,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,18.2
Neuendorf,112350018,Sehrowbach,6,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,16.6
Kemnitz,105210010,Ziese,7,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,18.7
Wolgast,111140027,Ziese,7,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,21
Neuendorf,112350018,Sehrowbach,7,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,21.6
Kemnitz,105210010,Ziese,8,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,17.1
Wolgast,111140027,Ziese,8,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,18.5
Neuendorf,112350018,Sehrowbach,8,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,18.4
Kemnitz,105210010,Ziese,9,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,12.4
Wolgast,111140027,Ziese,9,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,13.1
Neuendorf,112350018,Sehrowbach,9,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,13.2
Kemnitz,105210010,Ziese,10,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,9.3
Wolgast,111140027,Ziese,10,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,9
Neuendorf,112350018,Sehrowbach,10,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,10.5
Kemnitz,105210010,Ziese,11,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,8
Wolgast,111140027,Ziese,11,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,7.5
Neuendorf,112350018,Sehrowbach,11,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,7.1
Kemnitz,105210010,Ziese,12,2007,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,6.1
Wolgast,111140027,Ziese,12,2007,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,5.7
Neuendorf,112350018,Sehrowbach,12,2007,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,5.3
Kemnitz,105210010,Ziese,1,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,4.8
Wolgast,111140027,Ziese,1,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,4.9
Neuendorf,112350018,Sehrowbach,1,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,0.6
Kemnitz,105210010,Ziese,2,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,5.6
Wolgast,111140027,Ziese,2,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,5.3
Neuendorf,112350018,Sehrowbach,2,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,1.9
Kemnitz,105210010,Ziese,3,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,5
Wolgast,111140027,Ziese,3,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,4.7
Neuendorf,112350018,Sehrowbach,3,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.7
Kemnitz,105210010,Ziese,4,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,9.2
Wolgast,111140027,Ziese,4,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,9.9
Neuendorf,112350018,Sehrowbach,4,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,8.4
Kemnitz,105210010,Ziese,5,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,11.9
Wolgast,111140027,Ziese,5,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,12.7
Neuendorf,112350018,Sehrowbach,5,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,14.1
Kemnitz,105210010,Ziese,6,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.7
Wolgast,111140027,Ziese,6,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,16.8
Neuendorf,112350018,Sehrowbach,6,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,19
Kemnitz,105210010,Ziese,7,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.5
Wolgast,111140027,Ziese,7,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,16.6
Neuendorf,112350018,Sehrowbach,7,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,20.4
Kemnitz,105210010,Ziese,8,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,17.6
Wolgast,111140027,Ziese,8,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,17.5
Neuendorf,112350018,Sehrowbach,8,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,17.4
Kemnitz,105210010,Ziese,9,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,11.9
Wolgast,111140027,Ziese,9,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,13.1
Neuendorf,112350018,Sehrowbach,9,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,16.6
Kemnitz,105210010,Ziese,10,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,10.8
Wolgast,111140027,Ziese,10,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,11.3
Neuendorf,112350018,Sehrowbach,10,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,8.9
Kemnitz,105210010,Ziese,11,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,5.3
Wolgast,111140027,Ziese,11,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,5.4
Neuendorf,112350018,Sehrowbach,11,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,7.6
Kemnitz,105210010,Ziese,12,2008,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,4.5
Wolgast,111140027,Ziese,12,2008,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,4.6
Neuendorf,112350018,Sehrowbach,12,2008,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.7
Kemnitz,105210010,Ziese,1,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,0
Wolgast,111140027,Ziese,1,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,0.1
Neuendorf,112350018,Sehrowbach,1,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,-0.2
Kemnitz,105210010,Ziese,2,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,1.6
Wolgast,111140027,Ziese,2,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,0.4
Neuendorf,112350018,Sehrowbach,2,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,0.2
Kemnitz,105210010,Ziese,3,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,5.1
Wolgast,111140027,Ziese,3,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,5.1
Neuendorf,112350018,Sehrowbach,3,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,3.9
Kemnitz,105210010,Ziese,4,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,10.3
Wolgast,111140027,Ziese,4,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,9.9
Neuendorf,112350018,Sehrowbach,4,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,11.1
Kemnitz,105210010,Ziese,5,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,11.1
Wolgast,111140027,Ziese,5,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,12
Neuendorf,112350018,Sehrowbach,5,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,10.7
Kemnitz,105210010,Ziese,6,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,13.1
Wolgast,111140027,Ziese,6,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,13.9
Neuendorf,112350018,Sehrowbach,6,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,13.9
Kemnitz,105210010,Ziese,7,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,18.8
Wolgast,111140027,Ziese,7,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,21.5
Neuendorf,112350018,Sehrowbach,7,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,21.1
Kemnitz,105210010,Ziese,8,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,16.8
Wolgast,111140027,Ziese,8,2009,54.042512008582,13.7348408690934,Freshwater,,0.366666666666667,20
Neuendorf,112350018,Sehrowbach,8,2009,54.3821417140574,13.2670909497788,Freshwater,,0.898356982381818,19.1
Kemnitz,105210010,Ziese,9,2009,54.0850610286063,13.5276303287714,Freshwater,,0.366666666666667,14.9
